name,website_url
APPLE,https://www.apple.com
MICROSOFT,https://www.microsoft.com
NETFLIX,https://www.netflix.com
GOOGLE,https://www.google.com
ANOTE,https://www.anote.ai
AMAZON,https://www.amazon.com
OPENAI,https://www.openai.com
ANTHROPIC,https://www.anthropic.com
